direction,opcode,size,entry_addr,handler_addr,handler_name,handler_source,name,name_src
SERVER,29,-2,0x01454f40,0x00187ec0,jag::PacketHandlers::HintTrail,BINDER,UNKNOWN_29,NONE
SERVER,30,8,0x0146fca0,0x00196ba0,FUN_00196ba0,BINDER,UNKNOWN_30,NONE
SERVER,31,10,0x01454f00,0x000efda0,FUN_000efda0,BINDER,UNKNOWN_31,NONE
SERVER,32,-1,0x01454ec0,0x00148b00,jag::PacketHandlers::MessageQuickchatFriendchat,BINDER,UNKNOWN_32,NONE
SERVER,33,-1,0x01454e80,0x000efa20,jag::packethandlers::Chat::MESSAGE_FRIENDCHANNEL,BINDER,UNKNOWN_33,NONE
SERVER,34,-2,0x01470120,0x001874e0,jag::PacketHandlers::IfSettext,BINDER,UNKNOWN_34,NONE
SERVER,35,19,0x01454e40,0x000f2320,FUN_000f2320,BINDER,UNKNOWN_35,NONE
SERVER,36,10,0x0146fda0,0x00186fc0,FUN_00186fc0,BINDER,UNKNOWN_36,NONE
SERVER,37,5,0x01454e00,0x0011e340,FUN_0011e340,BINDER,UNKNOWN_37,NONE
SERVER,38,-1,0x01454dc0,0x000ef8a0,jag::PacketHandlers::MessageQuickchatPrivateEcho,BINDER,UNKNOWN_38,NONE
SERVER,39,28,0x014706e0,0x00133f30,jag::PacketHandlers::UpdateUid192,BINDER,UNKNOWN_39,NONE
SERVER,40,6,0x01470e20,0x00116690,FUN_00116690,BINDER,UNKNOWN_40,NONE
SERVER,41,5,0x01471720,0x00116580,FUN_00116580,BINDER,UNKNOWN_41,NONE
SERVER,42,6,0x01454d80,0x000efa30,FUN_000efa30,BINDER,UNKNOWN_42,NONE
SERVER,43,-2,0x01454d40,0x00185a20,FUN_00185a20,BINDER,UNKNOWN_43,NONE
SERVER,44,-2,0x01454d00,0x00120e50,FUN_00120e50,BINDER,UNKNOWN_44,NONE
SERVER,45,-2,0x01470820,0x001695c0,jag::PacketHandlers::PlayerInfo,BINDER,UNKNOWN_45,NONE
SERVER,46,0,0x01454cc0,0x00144520,jag::PacketHandlers::ResetAnims,BINDER,UNKNOWN_46,NONE
SERVER,47,7,0x01471920,0x00139330,FUN_00139330,BINDER,UNKNOWN_47,NONE
SERVER,48,25,0x01470360,0x00187cf0,FUN_00187cf0,BINDER,UNKNOWN_48,NONE
SERVER,49,-2,0x01454c80,0x00143500,jag::PacketHandlers::MessagePrivateEcho,BINDER,UNKNOWN_49,NONE
SERVER,50,6,0x01470d60,0x00116810,FUN_00116810,BINDER,UNKNOWN_50,NONE
SERVER,51,6,0x01470ea0,0x00116970,FUN_00116970,BINDER,UNKNOWN_51,NONE
SERVER,52,8,0x01470060,0x00186d60,FUN_00186d60,BINDER,UNKNOWN_52,NONE
SERVER,53,-1,0x01454c40,0x00133a90,jag::PacketHandlers::MessageClanchannelSystem,BINDER,UNKNOWN_53,NONE
SERVER,54,3,0x01470da0,0x001168d0,FUN_001168d0,BINDER,UNKNOWN_54,NONE
SERVER,55,6,0x01454c00,0x000ea6e0,FUN_000ea6e0,BINDER,UNKNOWN_55,NONE
SERVER,56,-1,0x01470d20,0x001567e0,FUN_001567e0,BINDER,UNKNOWN_56,NONE
SERVER,57,10,0x01454bc0,0x00153de0,FUN_00153de0,BINDER,UNKNOWN_57,NONE
SERVER,58,1,0x01454b80,0x000ef310,jag::PacketHandlers::Logout,BINDER,UNKNOWN_58,NONE
SERVER,59,-1,0x01454b40,0x001490f0,jag::PacketHandlers::MessageQuickchatPrivate,BINDER,UNKNOWN_59,NONE
SERVER,60,29,0x014702a0,0x001e0b20,FUN_001e0b20,BINDER,UNKNOWN_60,NONE
SERVER,61,-1,0x014707e0,0x00140e50,FUN_00140e50,BINDER,UNKNOWN_61,NONE
SERVER,62,-1,0x01471aa0,0x0013a260,FUN_0013a260,BINDER,UNKNOWN_62,NONE
SERVER,63,-2,0x01454b00,0x0019a040,jag::PacketHandlers::UpdateFriendchatChannelFull,BINDER,UNKNOWN_63,NONE
SERVER,64,-2,0x01454ac0,0x001e1210,FUN_001e1210,BINDER,UNKNOWN_64,NONE
SERVER,65,1,0x01454a80,0x00175c00,jag::PacketHandlers::MinimapToggle,BINDER,UNKNOWN_65,NONE
SERVER,66,-2,0x01454a40,0x00197dd0,jag::PacketHandlers::UpdateIgnorelist,BINDER,UNKNOWN_66,NONE
SERVER,67,12,0x01454a00,0x0016a910,FUN_0016a910,BINDER,UNKNOWN_67,NONE
SERVER,68,2,0x014549c0,0x000ea580,FUN_000ea580,BINDER,UNKNOWN_68,NONE
SERVER,69,25,0x01454980,0x000f1210,FUN_000f1210,BINDER,UNKNOWN_69,NONE
SERVER,70,10,0x0146fe60,0x00187180,FUN_00187180,BINDER,UNKNOWN_70,NONE
SERVER,71,25,0x01470320,0x00187b20,FUN_00187b20,BINDER,UNKNOWN_71,NONE
SERVER,72,-1,0x01454940,0x001a1de0,jag::PacketHandlers::UpdateFriendchatChannelSingleuser,BINDER,UNKNOWN_72,NONE
SERVER,73,19,0x014703e0,0x00186c70,FUN_00186c70,BINDER,UNKNOWN_73,NONE
SERVER,74,1,0x01454900,0x00177130,jag::PacketHandlers::ChatFilterSettingsPrivatechat,BINDER,UNKNOWN_74,NONE
SERVER,75,-2,0x014548c0,0x0014a470,jag::PacketHandlers::MessagePrivate,BINDER,UNKNOWN_75,NONE
SERVER,76,-2,0x01454880,,UNBOUND,UNBOUND,UNKNOWN_76,NONE
SERVER,77,4,0x01470860,0x0011ddb0,jag::PacketHandlers::LastLoginInfo,BINDER,UNKNOWN_77,NONE
SERVER,78,6,0x01470f60,0x00116ad0,FUN_00116ad0,BINDER,UNKNOWN_78,NONE
SERVER,79,4,0x01454840,0x000efbe0,FUN_000efbe0,BINDER,UNKNOWN_79,NONE
SERVER,80,-1,0x01470be0,0x00121810,jag::PacketHandlers::Varclan,BINDER,UNKNOWN_80,NONE
SERVER,81,36,0x01454800,,UNBOUND,UNBOUND,UNKNOWN_81,NONE
SERVER,82,-2,0x014547c0,0x001dbee0,jag::packethandlers::ClientState::RUNCLIENTSCRIPT_impl,BINDER,UNKNOWN_82,NONE
SERVER,83,14,0x01454780,0x001855d0,jag::PacketHandlers::HintArrow,BINDER,UNKNOWN_83,NONE
SERVER,84,-1,0x01454740,0x00149700,jag::PacketHandlers::MessageClanchannel,BINDER,UNKNOWN_84,NONE
SERVER,85,-2,0x01454700,0x0011bcd0,jag::PacketHandlers::ClanchannelFull,BINDER,UNKNOWN_85,NONE
SERVER,86,-2,0x014546c0,0x00120a10,FUN_00120a10,BINDER,UNKNOWN_86,NONE
SERVER,87,0,0x0146fb20,0x00186c30,jag::PacketHandlers::TriggerOndialogabort,BINDER,UNKNOWN_87,NONE
SERVER,88,8,0x014701e0,0x00187730,FUN_00187730,BINDER,UNKNOWN_88,NONE
SERVER,89,4,0x01454680,0x00153b00,jag::PacketHandlers::CamRemoveroof,BINDER,UNKNOWN_89,NONE
SERVER,90,-2,0x01454640,0x001ddfe0,FUN_001ddfe0,BINDER,UNKNOWN_90,NONE
SERVER,91,10,0x01470020,0x00187460,FUN_00187460,BINDER,UNKNOWN_91,NONE
SERVER,92,1,0x01470760,0x000ee590,jag::PacketHandlers::UpdateRunenergy,BINDER,UNKNOWN_92,NONE
SERVER,93,-2,0x01454600,0x001e4fe0,FUN_001e4fe0,BINDER,UNKNOWN_93,NONE
SERVER,94,-1,0x014545c0,0x0017b960,jag::PacketHandlers::SetMoveaction,BINDER,UNKNOWN_94,NONE
SERVER,95,3,0x01470fa0,0x00116b90,FUN_00116b90,BINDER,UNKNOWN_95,NONE
SERVER,96,-2,0x01470ce0,0x001566c0,FUN_001566c0,BINDER,UNKNOWN_96,NONE
SERVER,97,-2,0x01454580,0x000ef4a0,jag::PacketHandlers::ClansettingsFull,BINDER,UNKNOWN_97,NONE
SERVER,98,32,0x014702e0,0x001e0de0,FUN_001e0de0,BINDER,UNKNOWN_98,NONE
SERVER,99,0,0x01454540,0x00146ab0,jag::PacketHandlers::CamSmoothreset,BINDER,UNKNOWN_99,NONE
SERVER,100,5,0x0146fb60,0x001967b0,FUN_001967b0,BINDER,UNKNOWN_100,NONE
SERVER,101,8,0x0146ff60,0x00187310,FUN_00187310,BINDER,UNKNOWN_101,NONE
SERVER,102,1,0x01454500,0x001244a0,jag::PacketHandlers::LogoutFull,BINDER,UNKNOWN_102,NONE
SERVER,103,8,0x01470460,0x00196eb0,FUN_00196eb0,BINDER,UNKNOWN_103,NONE
SERVER,104,8,0x0146ff20,0x00196c20,FUN_00196c20,BINDER,UNKNOWN_104,NONE
SERVER,105,11,0x014544c0,0x00153ba0,FUN_00153ba0,BINDER,UNKNOWN_105,NONE
SERVER,106,0,0x01454480,0x001713e0,jag::PacketHandlers::CamReset,BINDER,UNKNOWN_106,NONE
SERVER,107,4,0x01470220,0x00187980,FUN_00187980,BINDER,UNKNOWN_107,NONE
SERVER,108,6,0x0146fc60,0x00196af0,FUN_00196af0,BINDER,UNKNOWN_108,NONE
SERVER,109,-2,0x01471ae0,0x000ecf10,FUN_000ecf10,BINDER,UNKNOWN_109,NONE
SERVER,110,2,0x01454440,0x001774c0,jag::PacketHandlers::UpdateRebootTimer,BINDER,UNKNOWN_110,NONE
SERVER,111,11,0x0146fd60,0x00186f40,FUN_00186f40,BINDER,UNKNOWN_111,NONE
SERVER,112,6,0x014716a0,0x00116470,FUN_00116470,BINDER,UNKNOWN_112,NONE
SERVER,113,6,0x01470420,0x00196e10,FUN_00196e10,BINDER,UNKNOWN_113,NONE
SERVER,114,8,0x01454400,0x000eb370,jag::PacketHandlers::VorbisSpeechSound,BINDER,UNKNOWN_114,NONE
SERVER,115,10,0x0146fe20,0x001870b0,FUN_001870b0,BINDER,UNKNOWN_115,NONE
SERVER,116,0,0x01470c20,0x000f3df0,jag::PacketHandlers::VarclanEnable,BINDER,UNKNOWN_116,NONE
SERVER,117,4,0x0146ffe0,0x00187410,FUN_00187410,BINDER,UNKNOWN_117,NONE
SERVER,118,10,0x01470160,0x00187580,FUN_00187580,BINDER,UNKNOWN_118,NONE
SERVER,119,6,0x014543c0,0x000efb00,FUN_000efb00,BINDER,UNKNOWN_119,NONE
SERVER,120,0,0x01470c60,0x000ed440,jag::PacketHandlers::VarclanDisable,BINDER,UNKNOWN_120,NONE
SERVER,121,30,0x01470260,0x001e08d0,FUN_001e08d0,BINDER,UNKNOWN_121,NONE
SERVER,122,12,0x014701a0,0x00187660,FUN_00187660,BINDER,UNKNOWN_122,NONE
SERVER,123,-2,0x01454380,0x00154590,jag::PacketHandlers::CameraUpdate,BINDER,UNKNOWN_123,NONE
SERVER,124,5,0x014700e0,0x00196d80,FUN_00196d80,BINDER,UNKNOWN_124,NONE
SERVER,125,10,0x0146fae0,0x001966a0,FUN_001966a0,BINDER,UNKNOWN_125,NONE
SERVER,126,3,0x01471b60,0x000ed0b0,FUN_000ed0b0,BINDER,UNKNOWN_126,NONE
SERVER,127,0,0x01454340,0x000f0a00,FUN_000f0a00,BINDER,UNKNOWN_127,NONE
SERVER,128,4,0x01454300,0x000eaa00,jag::PacketHandlers::MidiSong,BINDER,UNKNOWN_128,NONE
SERVER,129,-2,0x014542c0,0x001219c0,FUN_001219c0,BINDER,UNKNOWN_129,NONE
SERVER,130,2,0x01454280,0x000ead70,jag::PacketHandlers::VorbisSoundGroupStart,BINDER,UNKNOWN_130,NONE
SERVER,131,33,0x01454240,0x000f0e20,FUN_000f0e20,BINDER,UNKNOWN_131,NONE
SERVER,132,20,0x014718a0,0x000f1f80,jag::PacketHandlers::MapProjanim,BINDER,UNKNOWN_132,NONE
SERVER,133,15,0x01454200,0x0016a340,FUN_0016a340,BINDER,UNKNOWN_133,NONE
SERVER,134,15,0x0146fce0,0x00186e20,FUN_00186e20,BINDER,UNKNOWN_134,NONE
SERVER,135,4,0x01470560,0x000edf30,jag::PacketHandlers::UpdateDob,BINDER,UNKNOWN_135,NONE
SERVER,136,-1,0x014541c0,0x0017d970,jag::PacketHandlers::ChangeLobby,BINDER,UNKNOWN_136,NONE
SERVER,137,2,0x01454180,0x00188410,FUN_00188410,BINDER,UNKNOWN_137,NONE
SERVER,138,8,0x01454140,0x00183760,jag::PacketHandlers::MiscNew946,BINDER,UNKNOWN_138,NONE
SERVER,139,4,0x01454100,0x00188030,FUN_00188030,BINDER,UNKNOWN_139,NONE
SERVER,140,0,0x014540c0,0x00175f70,FUN_00175f70,BINDER,UNKNOWN_140,NONE
SERVER,141,8,0x01454080,0x001827a0,FUN_001827a0,BINDER,UNKNOWN_141,NONE
SERVER,142,-1,0x01454040,0x001b84e0,jag::PacketHandlers::DoCheat,BINDER,UNKNOWN_142,NONE
SERVER,143,-1,0x01454000,0x001a9870,jag::PacketHandlers::LogoutTransfer,BINDER,UNKNOWN_143,NONE
SERVER,144,-2,0x01453fc0,0x00175940,FUN_00175940,BINDER,UNKNOWN_144,NONE
SERVER,145,1,0x01453f80,0x00175d50,jag::PacketHandlers::CreateSuggestNameError,BINDER,UNKNOWN_145,NONE
SERVER,146,-1,0x01453f40,0x0017b8c0,jag::PacketHandlers::CreateSuggestNameReply,BINDER,UNKNOWN_146,NONE
SERVER,147,5,0x0146ffa0,0x00187390,FUN_00187390,BINDER,UNKNOWN_147,NONE
SERVER,148,-2,0x01453f00,0x000f75e0,FUN_000f75e0,BINDER,UNKNOWN_148,NONE
SERVER,149,-1,0x014704e0,0x00158260,FUN_00158260,BINDER,UNKNOWN_149,NONE
SERVER,150,5,0x0146fde0,0x00187030,FUN_00187030,BINDER,UNKNOWN_150,NONE
SERVER,151,1,0x01453ec0,0x00175ab0,jag::PacketHandlers::Setdraworder,BINDER,UNKNOWN_151,NONE
SERVER,152,-1,0x01453e80,0x001dd070,jag::packethandlers::Social::op130_RELATIONSHIP_DELTA_UNCONFIRMED,BINDER,UNKNOWN_152,NONE
SERVER,153,1,0x01453e40,0x00175e00,FUN_00175e00,BINDER,UNKNOWN_153,NONE
SERVER,154,-2,0x01453e00,0x0015c370,jag::PacketHandlers::PlayerGroupFull,BINDER,UNKNOWN_154,NONE
SERVER,155,3,0x014706a0,0x000ee450,FUN_000ee450,BINDER,UNKNOWN_155,NONE
SERVER,156,8,0x01453dc0,0x001e4b40,FUN_001e4b40,BINDER,UNKNOWN_156,NONE
SERVER,157,7,0x01471520,0x001161d0,FUN_001161d0,BINDER,UNKNOWN_157,NONE
SERVER,158,10,0x01470f20,0x00141760,FUN_00141760,BINDER,UNKNOWN_158,NONE
SERVER,159,3,0x014708a0,0x000ed760,FUN_000ed760,BINDER,UNKNOWN_159,NONE
SERVER,160,10,0x01471320,0x000f0c40,FUN_000f0c40,BINDER,UNKNOWN_160,NONE
SERVER,161,14,0x01470520,0x00153fc0,FUN_00153fc0,BINDER,UNKNOWN_161,NONE
SERVER,162,3,0x01453d80,0x001e34a0,FUN_001e34a0,BINDER,UNKNOWN_162,NONE
SERVER,163,29,0x014710e0,0x000f1560,jag::PacketHandlers::MapProjanimHalfsqAlt,BINDER,UNKNOWN_163,NONE
SERVER,164,9,0x0146fc20,0x001969e0,FUN_001969e0,BINDER,UNKNOWN_164,NONE
SERVER,165,1,0x01453d40,0x00175f10,FUN_00175f10,BINDER,UNKNOWN_165,NONE
SERVER,166,12,0x01453d00,0x000efc60,jag::PacketHandlers::VorbisSoundGroup,BINDER,UNKNOWN_166,NONE
SERVER,167,5,0x0146fba0,0x00196840,FUN_00196840,BINDER,UNKNOWN_167,NONE
SERVER,168,21,0x01471820,0x000f1c50,jag::PacketHandlers::MapProjanimHalfsq,BINDER,UNKNOWN_168,NONE
SERVER,169,5,0x01471260,0x000eca30,jag::PacketHandlers::LocPrefetch,BINDER,UNKNOWN_169,NONE
SERVER,170,4,0x01453cc0,0x001e21a0,FUN_001e21a0,BINDER,UNKNOWN_170,NONE
SERVER,171,2,0x01470920,0x000fa1d0,FUN_000fa1d0,BINDER,UNKNOWN_171,NONE
SERVER,172,-2,0x01453c80,0x00194240,jag::PacketHandlers::WorldlistFetchReply,BINDER,UNKNOWN_172,NONE
SERVER,173,11,0x014717a0,0x0016b2e0,jag::PacketHandlers::MapAnim,BINDER,UNKNOWN_173,NONE
SERVER,174,-2,0x01453c40,0x000ea660,FUN_000ea660,BINDER,UNKNOWN_174,NONE
SERVER,175,-2,0x01453c00,0x001bd430,jag::packethandlers::PlayerInfo::PLAYER_INFO_DECODE_2,BINDER,UNKNOWN_175,NONE
SERVER,176,-1,0x01453bc0,0x0013a970,jag::PacketHandlers::Unnamed1,BINDER,UNKNOWN_176,NONE
SERVER,177,-2,0x01453b80,0x000ea670,FUN_000ea670,BINDER,UNKNOWN_177,NONE
SERVER,178,1,0x01453b40,0x00175e80,jag::PacketHandlers::CreateAccountReply,BINDER,UNKNOWN_178,NONE
SERVER,179,5,0x01470ae0,0x0011d040,FUN_0011d040,BINDER,UNKNOWN_179,NONE
SERVER,180,0,0x01453b00,0x000f22e0,jag::PacketHandlers::ServerTickEnd,BINDER,UNKNOWN_180,NONE
SERVER,181,-2,0x01453ac0,0x0017db90,FUN_0017db90,BINDER,UNKNOWN_181,NONE
SERVER,182,-1,0x014711e0,0x0012a040,thunk_FUN_00129990,BINDER,UNKNOWN_182,NONE
SERVER,183,14,0x01471060,0x0016ae50,jag::PacketHandlers::MapAnimAlt,BINDER,UNKNOWN_183,NONE
SERVER,184,6,0x01470a60,0x00116ff0,FUN_00116ff0,BINDER,UNKNOWN_184,NONE
SERVER,185,14,0x0146fd20,0x00186ea0,FUN_00186ea0,BINDER,UNKNOWN_185,NONE
SERVER,186,8,0x014713a0,0x000f3080,FUN_000f3080,BINDER,UNKNOWN_186,NONE
SERVER,187,1,0x01453a80,0x00175b80,FUN_00175b80,BINDER,UNKNOWN_187,NONE
SERVER,188,-1,0x014707a0,0x00141810,FUN_00141810,BINDER,UNKNOWN_188,NONE
SERVER,189,-2,0x01470b60,0x0011d150,jag::PacketHandlers::TelemetryGridFull,BINDER,UNKNOWN_189,NONE
SERVER,190,-2,0x01470b20,0x000edce0,jag::PacketHandlers::TelemetryGridValuesDelta,BINDER,UNKNOWN_190,NONE
SERVER,191,5,0x01453a40,0x001e4750,FUN_001e4750,BINDER,UNKNOWN_191,NONE
SERVER,192,1,0x01470aa0,0x000ed9e0,FUN_000ed9e0,BINDER,UNKNOWN_192,NONE
SERVER,193,-2,0x01453a00,0x00117380,jag::PacketHandlers::PlayerGroupVarps,BINDER,UNKNOWN_193,NONE
SERVER,194,4,0x014539c0,0x001416f0,FUN_001416f0,BINDER,UNKNOWN_194,NONE
SERVER,195,2,0x01453980,0x000f00a0,jag::PacketHandlers::VorbisSoundGroupStop,BINDER,UNKNOWN_195,NONE
SERVER,196,-1,0x01453940,0x00147d90,jag::PacketHandlers::MessagePlayerGroup,BINDER,UNKNOWN_196,NONE
SERVER,197,10,0x01470de0,0x0011e200,FUN_0011e200,BINDER,UNKNOWN_197,NONE
SERVER,198,-2,0x014705e0,0x00159f20,FUN_00159f20,BINDER,UNKNOWN_198,NONE
SERVER,199,3,0x014708e0,0x000f9ee0,FUN_000f9ee0,BINDER,UNKNOWN_199,NONE
SERVER,200,0,0x01470ca0,0x000f3e80,jag::PacketHandlers::StoreServerpermVarcsAck,BINDER,UNKNOWN_200,NONE
SERVER,201,1,0x014705a0,0x000edfd0,jag::PacketHandlers::ClearPlayerSnapshot,BINDER,UNKNOWN_201,NONE
SERVER,202,7,0x01471420,0x000f3510,FUN_000f3510,BINDER,UNKNOWN_202,NONE
SERVER,203,17,0x01453900,0x000f25c0,FUN_000f25c0,BINDER,UNKNOWN_203,NONE
SERVER,204,1,0x01470620,0x000ee370,jag::PacketHandlers::ReduceNpcAttackPriority,BINDER,UNKNOWN_204,NONE
SERVER,205,9,0x0146fbe0,0x001968d0,FUN_001968d0,BINDER,UNKNOWN_205,NONE
SERVER,206,6,0x014538c0,0x000f0600,jag::PacketHandlers::SoundMixbussAdd,BINDER,UNKNOWN_206,NONE
SERVER,207,3,0x01453880,0x001e1c50,FUN_001e1c50,BINDER,UNKNOWN_207,NONE
SERVER,208,0,0x01453840,0x001b7d40,jag::PacketHandlers::Js5Reload,BINDER,UNKNOWN_208,NONE
SERVER,209,2,0x01470a20,0x00116e00,FUN_00116e00,BINDER,UNKNOWN_209,NONE
SERVER,210,4,0x01453800,0x0011dd50,FUN_0011dd50,BINDER,UNKNOWN_210,NONE
SERVER,211,8,0x014714a0,0x00116310,FUN_00116310,BINDER,UNKNOWN_211,NONE
SERVER,212,3,0x014537c0,0x001e26e0,FUN_001e26e0,BINDER,UNKNOWN_212,NONE
SERVER,213,9,0x01453780,0x001ddc90,FUN_001ddc90,BINDER,UNKNOWN_213,NONE
SERVER,214,-1,0x01453740,0x00147780,jag::PacketHandlers::MessageQuickchatPlayerGroup,BINDER,UNKNOWN_214,NONE
SERVER,215,28,0x01471160,0x000f18e0,jag::PacketHandlers::MapProjanimAlt,BINDER,UNKNOWN_215,NONE
SERVER,216,1,0x01470660,0x000ee3e0,FUN_000ee3e0,BINDER,UNKNOWN_216,NONE
SERVER,217,6,0x01453700,0x000f04f0,jag::PacketHandlers::SoundMixbussSetlevel,BINDER,UNKNOWN_217,NONE
SERVER,218,3,0x014536c0,0x001e16c0,FUN_001e16c0,BINDER,UNKNOWN_218,NONE
SERVER,219,2,0x01453680,0x000ead00,jag::PacketHandlers::VorbisPreloadSoundGroup,BINDER,UNKNOWN_219,NONE
SERVER,220,6,0x01470960,0x000fa300,FUN_000fa300,BINDER,UNKNOWN_220,NONE
SERVER,221,2,0x0146faa0,0x00186be0,jag::PacketHandlers::Cutscene2dPlay,BINDER,UNKNOWN_221,NONE
SERVER,222,-2,0x01453640,0x001e0480,jag::PacketHandlers::DbfilterDebug,BINDER,UNKNOWN_222,NONE
SERVER,223,3,0x014709a0,0x00116d50,FUN_00116d50,BINDER,UNKNOWN_223,NONE
SERVER,224,3,0x014709e0,0x000ed8d0,FUN_000ed8d0,BINDER,UNKNOWN_224,NONE
SERVER,225,0,0x014704a0,0x000f7f00,FUN_000f7f00,BINDER,UNKNOWN_225,NONE
SERVER,226,-2,0x01453600,0x00199aa0,FUN_00199aa0,BINDER,UNKNOWN_226,NONE
SERVER,227,0,0x014535c0,0x001c2870,jag::PacketHandlers::MiscNew945,BINDER,UNKNOWN_227,NONE
SERVER,228,0,0x01453580,0x000f0060,FUN_000f0060,BINDER,UNKNOWN_228,NONE
SERVER,229,4,0x01453540,0x001880c0,jag::PacketHandlers::JcoinsUpdate,BINDER,UNKNOWN_229,NONE
CLIENT,0,0,0x01684540,0x00137610,jag::ConnectionManager::ProcessConnections,BINDER,UNKNOWN_0,NONE
CLIENT,1,9,0x01684530,0x00162b40,FUN_00162b40,BINDER,UNKNOWN_1,NONE
CLIENT,2,6,0x01684520,0x001825f0,FUN_001825f0,BINDER,UNKNOWN_2,NONE
CLIENT,3,0,0x01684510,0x002d7720,jag::opcode::SendNoTimeout,BINDER,UNKNOWN_3,NONE
CLIENT,4,-1,0x01684500,0x00174b80,FUN_00174b80,BINDER,UNKNOWN_4,NONE
CLIENT,5,-2,0x016844f0,0x003c9290,jag::ClientProt::SendMoveGame,BINDER,UNKNOWN_5,NONE
CLIENT,6,-1,0x016844e0,0x003fa8f0,jag::opcode::SendOpObjCS2_2,BINDER,UNKNOWN_6,NONE
CLIENT,7,1,0x016844d0,0x002d7800,jag::opcode::SendBugReport,BINDER,UNKNOWN_7,NONE
CLIENT,8,22,0x016844c0,0x003f0a90,jag::InterfaceManager::SendIfButtonTargetMenu,BINDER,UNKNOWN_8,NONE
CLIENT,9,17,0x016844b0,0x00162690,FUN_00162690,BINDER,UNKNOWN_9,NONE
CLIENT,10,8,0x016844a0,0x0141d4e0,PTR_DAT_0141d4e0->FUN_003e9a10,CS2_TABLE,UNKNOWN_10,NONE
CLIENT,11,-1,0x01684490,0x003e85c0,jag::opcode::SendOpNpcCS2,BINDER,UNKNOWN_11,NONE
CLIENT,12,4,0x01684480,0x001a0d40,jag::ClientProt::SendMultiDisplayPackets,BINDER,UNKNOWN_12,NONE
CLIENT,13,9,0x01684470,0x0141d550,0x141d550->?,CS2_TABLE,UNKNOWN_13,NONE
CLIENT,14,-1,0x01684460,0x002e71c0,FUN_002e71c0,BINDER,UNKNOWN_14,NONE
CLIENT,15,18,0x01684450,0x00155130,FUN_00155130,BINDER,UNKNOWN_15,NONE
